4875075726,我把所有的温柔和可爱 都设置成了仅你可见
4869100193,追逐繁星的孩子，梦里总有无尽星辰
3133725493,City pop ‖ 都市乐享主义
89963967,【中世纪民谣】吟游诗人与时代挽歌
3186322538,春日初告白 | 温暖男声，流进心底的阳光
3136952023,私人雷达|根据听歌记录为你打造
3079182188,起来
2829816518,[欧美私人订制] 最懂你的欧美推荐 每日更新35首
3066614455,「纯音」觅得一隅清净，花自尘埃出
3085577764,网易云评论最多的纯音乐TOP50首
3072883579,[下班听我的] 忙碌了一天 你需要用音乐缓解压力
4870662268,考研路上激励自己的歌（持续更新）
4899659549,冷门亦惊艳｜聆听女声与电音的心动交汇
3092664364,李信-上单节奏战歌
3088403692,中国摇滚30年图鉴：永远年轻 永远热泪盈眶
3085054654,网易云评论最多纯音TOP50
3099335800,熬夜写作业必备醒脑歌单（英文）
4893733399,诗人篇 | 那些藏在音乐里的文学宝藏
3112717537,冬季限定｜听温柔的歌 再来点暖冬的阳光
3132447900,排位打野节奏（推荐）
3224149419,Monstercat - 学习 | 音乐让你更有效率
3188681931,温柔调皮系♡在每片银河内坠入欢喜
3070608947,游戏战歌。没有撤退可言
3222746184,LKS的每首歌只能听10秒歌单
3208931674,〖吉他〗走慢一点，时光其实很安恬。
3097323540,愿来日少一些忧烦 多一点希冀 祝你快乐
3125319176,(欧美)节奏无关悲喜，只需闭眼尽情舞动吧
3165135483,纯音｜时光清淡 向往的生活
3204160461,生活是自己的 尽情享受 尽情可爱
3131035907,一秒沦陷 | 超好听的Remix
3110333958,『轻快带感BGM』极致节奏，踩点燃向混剪
3115062936,我们终将长大远行，去那广阔世界闯荡
3102166090,<歌荒清除>接下来将拨动你的心弦
3210184177,【旋律电子】让跃动的彩虹激活你的心灵！
3194009084,极致女声:快车道上的人生是有些孤独
3103133123,抖音嗨曲在线rush～B
3168980939,2019年Q-Dance百大Hardstyle金曲排行榜
3203364074,欢快曲调｜赶走阴霾加倍闪耀
4879561639,主旋律 | 百首电音良曲只为俘获你的双耳②
3125926352,好好睡上一觉，就是人生的重启方式
4897217048,把人生揉碎了写进一首歌
4900157186,耳朵里的阳光｜用爱重启2020
3205283801,歌手毛不易｜谢谢你唱，我们会一直听
3231643590,周周直播间整合歌单
3159725910,暖心民谣（国外精选）
3229390683,周奕宏的宝藏歌单
3180475090,温柔翻唱（吉他弹唱）
4884748380,给你半张床
3237648067,【打游戏必备】闪开，劳资要1v9
3200483160,良医第一季插曲
4881895688,爆炸shake| 放学的路上你狂嗨然后无辜被打~
3201532058,『燃』 盘点那些游戏主播的专属BGM
4859197697,你是临近赤道的欢喜.
4898389099,『slience』春日出逃
4877199324,民谣村庄
3203314562,挑选自 你的66呀《起来》
